121.5398456,25.1729026
121.5398456,25.1729026
121.5398456,25.1729026
121.5398456,25.1729026
121.5398456,25.1729026
121.5398456,25.1729026
121.5398456,25.1729026
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398455,25.17290252
121.5398454,25.17290237
121.5398454,25.17290237
121.5398454,25.17290237
121.5398454,25.17290237
121.5398454,25.17290237
121.5398454,25.17290237
121.5398454,25.17290237
121.5398454,25.17290237
121.5398453,25.17290229
121.5398453,25.17290229
121.5398453,25.17290229
121.5398453,25.17290229
121.5398453,25.17290229
121.5398453,25.17290229
121.5398453,25.17290229
121.5398453,25.17290229
121.5398457,25.17290239
121.5398452,25.17290206
121.5398444,25.17290136
121.5398436,25.17290072
121.5398516,25.17290738
121.5398505,25.17290658
121.5398496,25.17290565
121.5398483,25.17290454
121.53986,25.17291443
121.5398613,25.17291576
121.5398631,25.17291712
121.5398649,25.17291855
121.5398687,25.17292173
121.5398707,25.17292346
121.5398728,25.17292521
121.539875,25.17292717
121.5398785,25.17292997
121.5398809,25.17293202
121.5398846,25.17293512
121.5398859,25.17293615
121.5398887,25.1729386
121.5398914,25.17294082
121.5398941,25.17294319
121.5398969,25.17294556
121.5399008,25.17294881
121.5399038,25.17295127
121.539907,25.17295397
121.5399099,25.17295657
121.5399132,25.17295955
121.5399179,25.17296344
121.5399196,25.17296479
121.539923,25.17296771
121.5399267,25.17297095
121.5399302,25.17297381
121.5399335,25.17297673
121.539937,25.17297959
121.5399409,25.17298306
121.5399445,25.17298607
121.5399482,25.17298923
121.5399518,25.17299231
121.5399555,25.1729954
121.539959,25.17299855
121.5399628,25.17300179
121.5399663,25.17300494
121.5399709,25.17300868
121.5399745,25.17301183
121.5399782,25.17301485
121.5399819,25.17301801
121.5399867,25.17302227
121.5399906,25.17302566
121.5399945,25.17302898
121.5399984,25.17303231
121.5400025,25.17303571
121.5400065,25.17303912
121.5400103,25.17304243
121.5400141,25.17304575
121.5400207,25.17305136
121.5400226,25.17305302
121.5400266,25.17305635
121.5400305,25.17305982
121.5400356,25.17306388
121.5400394,25.17306734
121.5400435,25.17307061
121.5400475,25.17307415
121.540052,25.17307823
121.5400561,25.17308179
121.5400604,25.17308543
121.5400666,25.1730908
121.5400686,25.17309275
121.5400729,25.17309632
121.540077,25.17309994
121.5400812,25.17310343
121.5400859,25.17310725
121.54009,25.17311095
121.5400941,25.17311457
121.5400983,25.17311806
121.5401031,25.1731221
121.5401073,25.17312566
121.5401138,25.17313141
121.5401161,25.17313317
121.5401203,25.17313673
121.5401247,25.1731406
121.5401292,25.17314447
121.5401337,25.1731482
121.5401391,25.17315265
121.5401435,25.17315651
121.540148,25.17316031
121.5401525,25.17316425
121.5401581,25.17316907
121.5401625,25.1731728
121.5401669,25.17317673
121.5401716,25.17318062
121.5401765,25.17318459
121.5401812,25.1731887
121.5401859,25.17319273
121.5401907,25.17319677
121.5401957,25.17320125
121.5402004,25.17320536
